DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo
396713,20131109,94270,14205,14766
396813,20131110,99493,81342,26298
396913,20131113,77442,99858,60067
397013,20131116,70544,66756,55525
397113,20131117,93263,66601,89097
397213,20131120,41983,44379,78167
397313,20131123,01456,11465,53635
397413,20131124,56110,24899,82914
397513,20131126,19192,99849,38250
397613,20131127,63348,68317,56629
397713,20131130,97038,39533,34310
397813,20131201,70583,92939,49329
397913,20131203,37801,15453,19467
398013,20131204,22061,05947,48172
398113,20131207,42186,02619,79461
398213,20131208,23876,57401,62598
398313,20131211,10327,72464,10372
398413,20131214,62749,04829,65501
398513,20131215,24178,01022,75747
398613,20131218,79193,68233,04891
398713,20131221,28946,68657,50579
398813,20131222,03076,02395,42823
398913,20131225,35801,30176,03816
399013,20131228,71772,11886,40664
399113,20131229,26394,73844,74931
399213,20131231,04243,71918,08799
399314,20140101,09137,52831,17027
399414,20140104,77816,09739,83322
399514,20140105,80115,43958,06459
399614,20140107,56369,06435,90611
399714,20140108,51116,65215,24414
399814,20140111,53740,07973,06051
399914,20140112,00972,96929,61754
400014,20140115,74338,74877,58171
400114,20140118,41414,84880,07552
400214,20140119,83945,29290,52908
400314,20140122,77569,44367,92558
400414,20140125,07228,06523,30953
400514,20140126,59295,09837,81295
400614,20140128,86740,03805,28020
400714,20140129,77608,71579,54105
400814,20140201,50230,31753,83730
400914,20140202,92421,83993,99557
401014,20140204,71007,25302,47321
401114,20140205,48147,09705,63927
401214,20140208,35971,03480,87365
401314,20140209,16157,50172,77603
401414,20140211,69062,81212,90082
401514,20140212,53950,85186,81007
401614,20140215,43086,86076,79003
401714,20140216,73332,31606,84652
401814,20140219,40200,09916,99548
401914,20140222,90035,89114,31988
402014,20140223,05682,16899,87116
402114,20140225,12835,88640,39921
402214,20140226,99095,75745,77010
402314,20140301,20396,52544,16108
402414,20140302,26944,12204,94436
402514,20140304,08418,52661,45330
402614,20140305,80552,28765,49324
402714,20140308,53545,95059,19222
402814,20140309,84621,81415,64988
402914,20140312,30836,74615,88695
403014,20140315,20519,43735,27891
403114,20140316,11461,66690,72819
403214,20140319,66407,87904,92926
403314,20140322,54842,32562,11794
403414,20140323,29197,17453,80751
403514,20140325,48206,82886,14288
403614,20140326,11546,18774,18964
403714,20140329,87482,38753,98434
403814,20140330,28545,04960,90043
403914,20140402,95308,33889,03820
404014,20140405,56102,63629,39176
404114,20140406,34785,11612,63123
404214,20140408,05053,29167,30941
404314,20140409,02068,43579,57949
404414,20140412,34841,62575,91266
404514,20140413,20787,51866,27121
404614,20140416,56265,44621,20530
404714,20140419,28912,54187,43642
404814,20140420,82955,10057,53200
404914,20140423,81191,39420,49917
405014,20140426,68162,18440,21763
405114,20140427,38568,98935,71246
405214,20140429,33012,25300,96444
405314,20140430,41037,19036,11141
405414,20140503,17805,26950,99165
405514,20140504,96049,26697,24887
405614,20140506,35460,95932,00135
405714,20140507,62070,54459,82402
405814,20140510,05251,29373,81074
405914,20140511,11339,72040,70503
406014,20140514,69956,76876,03418
406114,20140517,57028,33938,39449
406214,20140518,68762,45167,76204
406314,20140521,79162,73025,09735
406414,20140524,20583,60164,21888
406514,20140525,75539,15825,80061
406614,20140528,97726,84874,97989
406714,20140531,19905,27734,65440
406814,20140601,86884,86862,23922
406914,20140603,19390,59601,65425
407014,20140604,72734,64576,15647
407114,20140607,04502,93309,01246
407214,20140608,24516,67677,52993
407314,20140611,30377,74094,03259
407414,20140614,65152,75073,23177
407514,20140615,45291,19644,33174
407614,20140618,78436,98959,81883
407714,20140621,88864,49128,21736
407814,20140622,95491,17728,09463
407914,20140624,27668,37169,44894
408014,20140625,95310,00104,55148
408114,20140628,76329,42470,03332
408214,20140629,24431,53086,00434
408314,20140702,03890,82560,12983
408414,20140705,03631,81914,84127
408514,20140706,04531,02201,21763
408614,20140709,98907,41287,92893
408714,20140712,29271,64085,99218
408814,20140713,67425,58191,82266
408914,20140716,98304,88080,49776
409014,20140719,40304,31757,16774
409114,20140720,98136,02611,64364
409214,20140723,38121,44171,86369
409314,20140726,77496,38653,55604
409414,20140727,58530,45710,83681
409514,20140730,93724,38338,40247
409614,20140802,46644,81231,88142
409714,20140803,96285,86657,02625
409814,20140805,57015,97385,09202
409914,20140806,10250,34305,70286
410014,20140809,09873,33799,93871
410114,20140810,58226,84507,81038
410214,20140813,04753,79455,29374
410314,20140816,51349,69740,22993
410414,20140817,08593,58660,28925
410514,20140820,18717,12860,66283
410614,20140823,37391,28090,36840
410714,20140824,78567,05222,37893
410814,20140826,94451,07836,13500
410914,20140827,74337,30220,69197
411014,20140830,90204,56187,14304
411114,20140831,81241,91104,97385
411214,20140902,24498,64179,50613
411314,20140903,55597,53916,99517
411414,20140906,51752,01158,18408
411514,20140907,31547,87691,86941
411614,20140910,61446,88918,91304
411714,20140913,09131,96357,47198
411814,20140914,48518,64243,23201
411914,20140917,74118,67660,62667
412014,20140920,16206,79047,84170
412114,20140921,72095,52481,37682
412214,20140924,86077,59703,18945
412314,20140927,31246,59730,42709
412414,20140928,57610,94345,08117
412514,20140930,28600,58010,64625
412614,20141001,38606,08651,55300
412714,20141004,84692,97828,96752
412814,20141005,40677,76469,24481
412914,20141007,71989,47174,52625
413014,20141008,14194,59230,08929
413114,20141011,05748,28607,15479
413214,20141012,75064,55433,16292
413314,20141015,17706,86754,83921
413414,20141018,75000,45940,73855
413514,20141019,21419,31719,83608
413614,20141022,63659,36773,09140
413714,20141025,59727,12641,43777
413814,20141026,52732,85181,24600
413914,20141028,96440,46617,50472
414014,20141029,93332,15131,84945
414114,20141101,77630,97412,84050
414214,20141102,19786,73652,44798
414314,20141104,78681,24573,06323
414414,20141105,83955,28424,95821
414514,20141108,24835,88704,99090
414614,20141109,14366,92443,57803
414714,20141112,86686,51351,86231
414814,20141115,44858,19574,25826
414914,20141116,98656,99127,35040
415014,20141119,78005,23261,31010
415114,20141122,74881,10737,63981
415214,20141123,38314,72921,04770
415314,20141125,58102,07546,49281
415414,20141126,47354,46833,39476
415514,20141129,91307,74500,23101
415614,20141130,92308,72131,19314
415714,20141202,04674,28757,30583
415814,20141203,85517,03412,86165
415914,20141206,79181,44009,18119
416014,20141207,66706,10794,04990
416114,20141210,34621,04068,28443
416214,20141213,52450,62922,84506
416314,20141214,24685,36276,88917
416414,20141217,30599,03334,36564
416514,20141220,68893,84535,72364
416614,20141221,31766,42507,64035
416714,20141224,36654,22664,00188
416814,20141227,11308,46026,80125
416914,20141228,03005,79477,87720
417014,20141230,77247,35835,73592
417114,20141231,45621,64212,08106
417215,20150103,98894,10644,77871
417315,20150104,05108,88713,64087
417415,20150106,68854,11410,31709
417515,20150107,06771,05131,81067
417615,20150110,44898,68673,45819
417715,20150111,34219,39672,72663
417815,20150114,12583,98398,55895
417915,20150117,10349,63147,41215
418015,20150118,58750,67428,14017
418115,20150121,25046,33852,26663
418215,20150124,52414,32245,97752
418315,20150125,69421,33978,18658
418415,20150127,83270,34893,46547
418515,20150128,16448,91553,06562
418615,20150131,92056,81971,84206
418715,20150201,93554,69887,98175
418815,20150203,35792,29906,77066
418915,20150204,89384,06338,14705
419015,20150207,41167,43961,71788
419115,20150208,72169,78759,96014
419215,20150211,42128,13306,84240
419315,20150214,44763,63698,41176
419415,20150215,61627,92963,57538
419515,20150217,63411,11337,26359
419615,20150218,21168,13236,45451
419715,20150221,38343,92249,39837
419815,20150222,99741,49144,32786
419915,20150224,38519,61303,20795
420015,20150225,20059,26345,97305
420115,20150228,48868,60920,13000
420215,20150301,22712,62115,01106
420315,20150303,14875,02055,09879
420415,20150304,59968,45139,53270
420515,20150307,44490,81670,71010
420615,20150308,32697,46871,55218
420715,20150311,03558,61902,59266
420815,20150314,44864,18544,73561
420915,20150315,54865,75037,56156
421015,20150318,68994,31476,86087
421115,20150321,92594,62585,43522
421215,20150322,19358,37300,66939
421315,20150325,78295,65804,70916
421415,20150328,81370,36237,55194
421515,20150329,67930,04167,51787
421615,20150331,14332,06000,65236
421715,20150401,78856,38370,66843
421815,20150404,32865,20580,92251
421915,20150405,10266,43381,74769
422015,20150407,51982,23764,44626
422115,20150408,45481,55551,09967
422215,20150411,29932,60089,87438
422315,20150412,03756,68236,84797
422415,20150415,57550,73072,06408
422515,20150418,01904,77751,14421
422615,20150419,00185,91488,62055
422715,20150422,60243,03539,51260
422815,20150425,53753,47052,07145
422915,20150426,32232,98926,33305
423015,20150428,29310,14079,16494
423115,20150429,07073,05821,11007
423215,20150502,44094,87832,01456
423315,20150503,75821,75124,02719
423415,20150505,16338,84785,25428
423515,20150506,64874,29982,89396
423615,20150509,92800,41913,00431
423715,20150510,84221,70445,18216
423815,20150513,88910,07238,38971
423915,20150516,22527,60245,25211
424015,20150517,86319,12092,49832
424115,20150520,26729,93002,87201
424215,20150523,22092,90369,38205
424315,20150524,49729,65776,95835
424415,20150526,29353,94655,15350
424515,20150527,65252,73173,50407
424615,20150530,36230,54781,37147
424715,20150531,47789,68905,34080
424815,20150602,05333,61951,86262
424915,20150603,82069,08179,48696
425015,20150606,14483,15848,36434
425115,20150607,34190,73455,03124
425215,20150610,74860,90352,51945
425315,20150613,16957,62274,79153
425415,20150614,57817,17924,03602
425515,20150617,15407,34979,68042
425615,20150620,06074,36573,38284
425715,20150621,84959,06230,74911
425815,20150624,40498,71111,91490
425915,20150627,91587,24918,62111
426015,20150628,38616,44940,07093
426115,20150701,09103,33889,53736
426215,20150704,06015,89981,18393
426315,20150705,82351,10863,06073
426415,20150708,23901,63084,41872
426515,20150711,76734,34630,74035
426615,20150712,83676,63719,28281
426715,20150715,24875,84339,30417
426815,20150718,02316,96954,80199
426915,20150719,65053,43563,93417
427015,20150722,63399,49610,43565
427115,20150725,87578,46975,21442
427215,20150726,43775,11087,29887
427315,20150728,00318,48315,93803
427415,20150729,37655,65824,50775
427515,20150801,30335,29502,53260
427615,20150802,95843,89920,20017
427715,20150804,65858,46457,09642
427815,20150805,84464,64955,15706
427915,20150808,94001,73182,93405
428015,20150809,42727,40199,56263
428115,20150812,43557,59826,77812
428215,20150815,76618,41157,16206
428315,20150816,12897,85480,01667
428415,20150819,88011,15956,57135
428515,20150822,13756,90087,47652
428615,20150823,12245,49672,35898
428715,20150826,48820,31543,77021
428815,20150829,54132,25226,23852
428915,20150830,70664,32215,00323
429015,20150901,03820,70095,25306
429115,20150902,44061,63309,92986
429215,20150905,38691,91664,60641
429315,20150906,50603,97662,73442
429415,20150909,64132,36631,18437
429515,20150912,41650,32002,68132
429615,20150913,59730,40512,99813
429715,20150916,60968,57567,71965
429815,20150919,00464,46556,60500
429915,20150920,95645,67233,12749
430015,20150923,29471,46751,61016
430115,20150926,72936,30077,56486
430215,20150927,97506,02414,58512
430315,20150929,16096,18645,67850
430415,20150930,21890,20080,70767
430515,20151003,62156,17333,81652
430615,20151004,11563,10615,91211
430715,20151006,78586,01059,38667
430815,20151007,11666,33401,22771
430915,20151010,87407,34573,34003
431015,20151011,35036,01798,53857
431115,20151014,46859,70635,33795
431215,20151017,27407,36812,28850
431315,20151018,04162,72106,24560
431415,20151021,84478,78644,16401
431515,20151024,82426,30154,95115
431615,20151025,37083,23161,10031
431715,20151027,47360,35356,10921
431815,20151028,12129,78133,34887
431915,20151031,10694,11786,68720
432015,20151101,82912,68762,64098
432115,20151103,61874,22397,84344
432215,20151104,67453,62166,72947
432315,20151107,45818,79617,53628
432415,20151108,85515,21064,57569
432515,20151111,68596,96772,40550
432615,20151114,87107,64518,27967
432715,20151115,15377,48603,82448
432815,20151118,44858,15302,20513
432915,20151121,06253,52232,18719
433015,20151122,77289,98684,88780
433115,20151124,41638,80089,48243
433215,20151125,29238,50911,00869
433315,20151128,40872,38884,24036
433415,20151129,77016,01623,05825
433515,20151201,10570,97806,45753
433615,20151202,01409,70002,50775
433715,20151205,41343,66740,28654
433815,20151206,73436,19438,03386
433915,20151209,61150,22692,31621
434015,20151212,48908,56025,42494
434115,20151213,74512,88831,89251
434215,20151216,61178,99582,59699
434315,20151219,10491,79759,39287
434415,20151220,29687,55257,12586
434515,20151223,98241,08063,40863
434615,20151226,79865,31446,93592
434715,20151227,12505,02208,16804
434815,20151229,61754,47243,58235
434915,20151230,96176,91923,76420
435016,20160102,29111,10416,20950
435116,20160103,16529,48284,41760
435216,20160105,24853,53251,72482
435316,20160106,88519,00657,43429
435416,20160109,04892,15104,50742
435516,20160110,74401,35776,66336
435616,20160113,47375,62496,68938
435716,20160116,84952,43387,97362
435816,20160117,39962,31028,48178
435916,20160120,39387,93964,05490
436016,20160123,45884,40371,45906
436116,20160124,08261,56985,13879
436216,20160126,49874,67462,80075
436316,20160127,95422,48350,96502
436416,20160130,11891,84786,60680
436516,20160131,92417,46529,72956
436616,20160203,59071,05278,00382
436716,20160206,29096,84702,49655
436816,20160207,22616,37036,44476
436916,20160209,37494,66882,77558
437016,20160210,21006,42957,93676
437116,20160213,44742,10673,92696
437216,20160214,91955,94265,32441
437316,20160216,05817,67339,93565
437416,20160217,84112,65820,04215
437516,20160220,53118,32656,77316
437616,20160221,56696,04223,56788
437716,20160223,69168,26076,46858
437816,20160224,82102,09151,74892
437916,20160227,67707,76821,33124
438016,20160228,45935,59984,88159
